,title,subtitle,price_unit,price,price_unit_2,price_2,type_size,bedrooms,suite,parking,description
2224,"SHTN Trecho 1, ASA NORTE, BRASILIA",,R$,2.200,m² R$,64,Aluguel Apartamento 34 m²,1 Quarto,1 Suíte,1 Vaga,MORE NA MELHOR OPÇÃO DE QUALIDADE DE VIDA EM BRASILIA Venda: R$ 420.000 00 (quatrocentos e vinte mil) 01 - PROXIMIDADE... 21/08/22
2225,"QNM 33 AREA ESPECIAL I, CEILANDIA SUL, CEILANDIA",", Boulevard dos Ipês",R$,1.400,m² R$,28,Aluguel Apartamento 50 m²,2 Quartos,1 Suíte,1 Vaga,Venha Conhecer !!! QNM 33 AE H/I Bloco II Apartamento 906 -Boulevard dos Ipês Alugo apartamento constituído de 2 quart... 21/08/22
2226,"Quadra 102, NORTE, AGUAS CLARAS",,R$,2.300,m² R$,28,Aluguel Apartamento 80 m²,2 Quartos,1 Suíte,1 Vaga,"ÓTIMO APARTAMENTO COM SALA AMPA COM VARANDA, 02 QUARTOS SENDO 01 SUITE COM ARMÁRIO, BANHEIRO SOCIAL E SUITE, QUARTO E BA... 21/08/22"
2227,"CLN 116 Bloco E, ASA NORTE, BRASILIA",,R$,750,m² R$,34,Aluguel Kitnet 22 m²,1 Quarto,,,"Excelente Kitnet para locação, kit reformada, em frente ao setor hospitalar norte. Agende sua visita: (061) 3244-3500 ... 21/08/22"
2228,"CLNW 10/11, NOROESTE, BRASILIA",,R$,1.500,m² R$,53,Aluguel Kitnet 28 m²,1 Quarto,1 Vaga,,CLNW 10/11 Bloco K - Ed. Square - Noroeste/DF Alugue este imóvel com seu cartão de crédito pela CredPago COEMI ALUGA u... 21/08/22
2229,"Avenida Jacarandá, SUL, AGUAS CLARAS",,R$,1.400,m² R$,32,Aluguel Apartamento 43 m²,1 Quarto,1 Suíte,1 Vaga,"JCMAX ALUGA - APARTAMENTO ÁGUAS CLARAS -Avenida Jequitibá, Lote 885 43,00 m² Localização Privilegiada - Apartamento ... 21/08/22"
2230,"CNB 12 Lote 21, TAGUATINGA NORTE, TAGUATINGA",,R$,1.000,m² R$,20,Aluguel Apartamento 50 m²,2 Quartos,,,"Apartamento de 02 quartos (com varanda), sala, cozinha com armários, banheiro social, área de serviço e varanda. Obs.: ... 21/08/22"
2231,"SHN Quadra 5, ASA NORTE, BRASILIA",,R$,2.000,m² R$,50,Aluguel Apartamento 40 m²,1 Quarto,1 Suíte,,"SHN QD 05 - Hotel Mercure Brasília - LINDA VISTA. Apartamento com 40,14m², mobília do pool, vista para a esplanada, qua... 21/08/22"
2232,"QS 7 Rua 820, AREAL, AGUAS CLARAS",,R$,950,m² R$,23,Aluguel Apartamento 40 m²,1 Quarto,1 Vaga,,"ATENDIMENTO DE SEGUNDA A SEXTA DE 08:30 AS 17H. 0309- QS 07, Rua 820, Lote 03, Apartamento 315, Edifício Portal do Sul, ... 21/08/22"
2233,"SQS 107 Bloco G, ASA SUL, BRASILIA",,R$,2.750,m² R$,34,Aluguel Apartamento 80 m²,2 Quartos,,,"Ótimo apartamento composta de sala, 02 quartos, banheiro social, cozinha americana, área de serviço e banheiro de empreg... 21/08/22"
2234,"SGAN 912, ASA NORTE, BRASILIA",,R$,950,m² R$,33,Aluguel Kitnet 28 m²,1 Quarto,1 Vaga,,Cláudio Antônio Imóveis aluga Kitnet no Ed. Master Place na Asa Norte. - Apartamento no térreo; - Vista livre; - Com va... 21/08/22
2235,"Quadra 210, SUL, AGUAS CLARAS",,R$,2.800,m² R$,41,Aluguel Apartamento 68 m²,2 Quartos,1 Suíte,1 Vaga,"QD. 210 LOTE 8 TORRE B - ED. YES Ótimo apartamento com piso porcelanato, vista livre composto por: Sala ampla com ótima... 21/08/22"
2236,"SQS 405 Bloco L, ASA SUL, BRASILIA",,R$,3.600,m² R$,46,Aluguel Apartamento 77 m²,3 Quartos,,,"DALL'OCA IMÓVEIS ALUGA: Ótimo apartamento, reformado, vista livre, vazado, localizado próximo a bares e restaurantes e ... 21/08/22"
2237,"SCLRN 706 Bloco D, ASA NORTE, BRASILIA",,R$,1.150,m² R$,34,Aluguel Apartamento 33 m²,1 Quarto,,,"KINET DISPONIVEL NA QUADRA SCLRN 706 BLOCO D, ASA NORTE, EM BRASILIA DF. PROXIMO A COMERCIOS. Principais característica... 21/08/22"
2238,"QC 1 Rua E, JARDINS MANGUEIRAL, BRASILIA",,R$,2.000,m² R$,40,Aluguel Apartamento 50 m²,2 Quartos,1 Vaga,,Apartamento de 02 Quartos no Jardins Mangueiral - QC 01 ESPECIFICAÇÕES DO APARTAMENTO: - 02 Quartos - Projeto de ilu... 21/08/22
2239,"SQS 315, ASA SUL, BRASILIA",,R$,5.490,m² R$,39,Aluguel Apartamento 140 m²,3 Quartos,1 Suíte,1 Vaga,"LOCALIZAÇÃO - SQS 315 - Asa Sul Excelente e tradicional quadra na Asa Sul, com fácil acesso aos principais pontos da ci... 21/08/22"
2240,"QS 12 Conjunto 9A, RIACHO FUNDO, RIACHO FUNDO",,R$,700,m² R$,21,Aluguel Apartamento 32 m²,1 Quarto,,,APARTAMENTO n° 105 COM: - PISO EM CERÂMICA - BANCADA EM GRANITO - PORTA EM MADEIRA DE LEI (MOGNO) - 01 QUARTO - SAL... 21/08/22
2241,"Área Especial 4, GUARA II, GUARA",,R$,3.800,m² R$,48,Aluguel Apartamento 78 m²,2 Quartos,1 Suíte,2 Vagas,Aluguel: Atendimento de segunda a sexta das 8 h às 18 h. Marcação de visita somente por ligação. Não agendamos por Wha... 21/08/22
2242,"SQN 316 Bloco E, ASA NORTE, BRASILIA",,R$,3.300,m² R$,39,Aluguel Apartamento 84 m²,3 Quartos,1 Suíte,1 Vaga,"SALA, TRÊS QUARTOS COM ARMÁRIOS SENDO UMA SUITE, BANHEIRO SOCIAL E SUITE COM ARMÁRIOS E BOX BLINDEX, COZINHA COM ARMÁRIO... 21/08/22"
2243,"SQS 103 Bloco E, ASA SUL, BRASILIA",,R$,2.350,m² R$,52,Aluguel Apartamento 45 m²,1 Quarto,1 Suíte,,Apartamento REFORMADO de 1 quarto: Sala. 1 quarto suíte. Cozinha com armário. Área de serviço. 1 WC social. Para visi... 21/08/22
2244,"Condomínio Solar da Serra, JARDIM BOTANICO, BRASILIA",,R$,4.000,m² R$,27,Aluguel Apartamento 147 m²,3 Quartos,1 Suíte,,"Premier Imob aluga apartamento no Condomínio Solar da Serra Apartamento com cobertura de 03 quartos sendo uma suíte, ... 21/08/22"
2245,"SGAN 912 Módulo D, ASA NORTE, BRASILIA",,R$,900,m² R$,36,Aluguel Kitnet 25 m²,1 Quarto,1 Vaga,,"Sala com estante fixa e móvel para computador; Quarto com armários; Copa com armários, fogão, frigobar e bancada fixa de... 21/08/22"
2246,"Quadra 3 Conjunto E, ARAPOANGA, PLANALTINA",,R$,850,m² R$,12,Aluguel Apartamento 70 m²,2 Quartos,,,"02 QUARTOS, 01 SALA, 01 BANHEIRO EM PORCELANATO E BLINDEX, COZINHA COM ARMÁRIOS E BANCADA DE GRANITO - SEM VARANDA - G... 21/08/22"
2247,"SHCES Quadra 305 Bloco F, NOVO, CRUZEIRO",,R$,2.350,m² R$,45,Aluguel Apartamento 52 m²,2 Quartos,,,"Apartamento residencial para Locação Cruzeiro Novo, Brasília 2 dormitórios, 2 salas, 1 banheiro 52,00 m² construída, 52,... 21/08/22"
2248,"SQNW 109 Bloco H, NOROESTE, BRASILIA",,R$,4.500,m² R$,40,Aluguel Apartamento 110 m²,3 Quartos,1 Suíte,2 Vagas,"IMPERDÍVEL ... Noroeste, qd 109 - Reserva Parque- 3 Quartos , sendo 1 suíte, armários nos quartos, sala cozinha e banhe... 21/08/22"
2249,"QSF 11, TAGUATINGA SUL, TAGUATINGA",,R$,900,m² R$,18,Aluguel Apartamento 50 m²,2 Quartos,1 Vaga,,A SAMUEL IMÓBILIÁRIA oferece a voçê cliente especial excelente imóvel para aluguel. Alugue sem fiador Não paga cond... 21/08/22
2250,"SGAN 915, ASA NORTE, BRASILIA",SGAN 915 MÓDULO F,R$,1.200,m² R$,41,Aluguel Kitnet 29 m²,1 Quarto,,,KITNET NA SGAN 915 - PARK NORTE – ÓTIMA LOCALIZAÇÃO. - Cozinha com armários e bancada; - Fogão e geladeira; - Pain... 21/08/22
2251,"Quadra 301 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",,R$,1.300,m² R$,22,Aluguel Apartamento 58 m²,2 Quartos,1 Suíte,1 Vaga,"AP2909 - Apartamento para alugar com 2 quartoS, 58m² - Qd 301 Conjunto 01 - Viver Melhor, Samambaia Sul, Df Para agenda... 21/08/22"
2252,"STN, ASA NORTE, BRASILIA",,R$,1.700,m² R$,56,Aluguel Kitnet 30 m²,1 Quarto,1 Suíte,1 Vaga,"A BS3imob Apresenta Condomínio Edifício Toscana R$1.700,00 30m²(Incluso água, Condomínio e IPTU) , perpendicular, compos... 21/08/22"
2253,"SQS 116 BLOCO G, ASA SUL, BRASILIA","6º ANDAR, VIA FRATTINA",R$,4.200,m² R$,35,Aluguel Apartamento 120 m²,2 Quartos,1 Suíte,1 Vaga,PLANALTO CENTRAL IMÓVEIS ALUGA APARTAMENTO REFORMADO DE 2 QUARTOS COM ARMÁRIOS SENDO 1 SUÍTE COM BANHEIRO (BOX EM BLINDE... 21/08/22
2254,"Quadra 101 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,R$,1.400,m² R$,23,Aluguel Apartamento 60 m²,2 Quartos,1 Suíte,1 Vaga,"Residencial Viva Arquitetura de Lazer - 2 Quartos Suíte Apartamento com 2 quartos O imóvel dispõe de: - 2 Quartos, sendo... 21/08/22"
2255,"CA 08, LAGO NORTE, BRASILIA",,R$,1.200,m² R$,42,Aluguel Kitnet 28 m²,1 Quarto,1 Vaga,,"Espetacular kit super reformada, dividida com muitos armários e ar condicionado. Vaga de garagem subterrânea. Condomínio... 21/08/22"
2256,"SQSW 504 Bloco G, SUDOESTE, BRASILIA",Mobiliado com alto padrão,R$,6.500,m² R$,50,Aluguel Apartamento 130 m²,3 Quartos,1 Suíte,2 Vagas,Apartamento mobiliado com 1 suíte + 2 quartos sociais + 1 sala de TV que pode se transformar em extensão da sal ou ser r... 21/08/22
2257,"QMSW 5, SUDOESTE, BRASILIA",,R$,1.200,m² R$,48,Aluguel Kitnet 25 m²,1 Quarto,1 Vaga,,"Sala com móvel para computador, Quarto com armário, Copa com armários, frigobar, fogão, depurador de ar, microondas, ban... 21/08/22"
2258,"QS 425 Conjunto E, SAMAMBAIA NORTE, SAMAMBAIA",APARTAMENTO SILENCIOSO,R$,800,m² R$,19,Aluguel Apartamento 41 m²,2 Quartos,,,ALUGO EXCELENTE APARTAMENTO EM SAMAMBAIA NORTE! ** Silencioso ** Privacidade ** Conforto ** Segurança SOBRE O IMÓVEL: ... 21/08/22
2259,"QS 401 Conjunto D, SAMAMBAIA NORTE, SAMAMBAIA",,R$,800,m² R$,19,Aluguel Apartamento 41 m²,2 Quartos,,,"Excelente apartamento com 41,87 m2 de área privativa. Com 2 quartos, um banheiro, sala, cozinha e uma mini área de servi... 21/08/22"
2260,"Quadra C 2, TAGUATINGA CENTRO, TAGUATINGA",,R$,700,m² R$,11,Aluguel Apartamento 59 m²,2 Quartos,,,"C 02 - Ed. Stella Maris Apartamento a venda com 02 quartos, sala ampla, banheiro social e área de serviço. Muito bem... 21/08/22"
2261,"Rua 21, SUL, AGUAS CLARAS",,R$,2.970,m² R$,20,Aluguel Apartamento 147 m²,3 Quartos,1 Suíte,1 Vaga,"Residencial Araucárias entre as Ruas 21 e 22 sul, próximo a estação do metrô Águas Claras e ao Shopping Águas Claras. ... 21/08/22"
2262,"QMSW 5 Lote 9, SUDOESTE, BRASILIA",,R$,1.250,m² R$,50,Aluguel Kitnet 25 m²,1 Quarto,1 Vaga,,"Kit 25m semi mobiliado no Espaço Viena Setor Sudoeste - Brasília - Df Completo com armários em todos os cômodos, cama, c... 21/08/22"
2263,"QMSW 5 Lote 6, SUDOESTE, BRASILIA",,R$,1.250,m² R$,46,Aluguel Kitnet 27 m²,1 Quarto,1 Vaga,,"Ótima Kit no Ed. Boulevard Antares I, no Sudoeste. Com 27m², situado no 2° andar do edifício. Com cozinha conjugada co... 21/08/22"
2264,"SQN 210 Bloco C, ASA NORTE, BRASILIA",,R$,3.950,m² R$,31,Aluguel Apartamento 125 m²,3 Quartos,1 Suíte,1 Vaga,SQN 210 Bloco C - Asa Norte/DF Alugue este imóvel com seu cartão de crédito pela CredPago Apartamento composto por sal... 21/08/22
2265,"Rua 17, SUL, AGUAS CLARAS",OURO BRANCO IV,R$,1.600,m² R$,47,Aluguel Apartamento 34 m²,1 Quarto,1 Vaga,,SALA AMPLA VARANDA VISTA LIVRE NASCENTE ARMÁRIOS LAZER COMPLETO 21/08/22
2266,"Avenida das Araucárias, SUL, AGUAS CLARAS",,R$,2.100,m² R$,56,Aluguel Apartamento 37 m²,1 Quarto,1 Vaga,,Invest Flat aluga Apartamento de 37m² em andar alto no Residencial Acqua Village em Águas Claras!! Apartamento com 01 q... 21/08/22
2267,"CNB 3, TAGUATINGA NORTE, TAGUATINGA",,R$,1.100,m² R$,15,Aluguel Apartamento 70 m²,2 Quartos,1 Vaga,,"VALOR DO ALUGUEL BRUTO: R$ 1.294,70 DESCONTO PONTUALIDADE: R$ 194,70 VALOR DO ALUGUEL LIQUIDO: R$ 1.100,00 CONDOMÍN... 21/08/22"
2268,"QI 31 Lote 08, GUARA II, GUARA",bloco A,R$,2.300,m² R$,53,Aluguel Apartamento 43 m²,1 Quarto,1 Vaga,,"Excelente apartamento de 1 quarto com 45m² , varanda ampla, vista fantástica para área de lazer, ótimos armários em todo... 21/08/22"
2269,"QS 14 Bloco C, RIACHO FUNDO II, RIACHO FUNDO",,R$,800,m² R$,22,Aluguel Apartamento 35 m²,1 Quarto,,,"Apartamento para alugar com 01 quarto, sala conjugada com a cozinha, banheiro e sem vaga de garagem. Com excelente loca... 21/08/22"
2270,"CLNW 10/11 Lote J, NOROESTE, BRASILIA",,R$,1.550,m² R$,50,Aluguel Kitnet 31 m²,1 Quarto,1 Suíte,1 Vaga,CLNW 10/11 Lote J - Noroeste - DF Alugue este imóvel com seu cartão de crédito pela CredPago Incrível e exclusiva kitn... 21/08/22
2271,"Rua DAS PAINEIRAS, NORTE, AGUAS CLARAS",", Via Club Residence",R$,5.000,m² R$,27,Aluguel Apartamento 183 m²,3 Quartos,1 Suíte,2 Vagas,"Cobertura reformada, 18 andar, com piso em porcelanato, pintura nova e luminárias de led; Dividido em dois pavimentos: ... 21/08/22"
2272,"Quadra 107 Rua E, NORTE, AGUAS CLARAS",,R$,2.600,m² R$,29,Aluguel Apartamento 87 m²,3 Quartos,1 Suíte,1 Vaga,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 26/07/2022 Alugue sem Fiador, sem burocracia e... 21/08/22"
2273,"CNB 4, TAGUATINGA NORTE, TAGUATINGA",,R$,1.800,m² R$,25,Aluguel Apartamento 70 m²,3 Quartos,1 Vaga,,"Apartamento de 3 quartos com 2 banheiros, nascente, armários em 2 quartos, com garagem coberta em ótima localização prox... 21/08/22"
2274,"SHTN, ASA NORTE, BRASILIA",,R$,3.200,m² R$,69,Aluguel Apartamento 46 m²,1 Quarto,1 Suíte,,"Invest Flat aluga Flat/Apart-hotel de 46m² no Hotel mais Sofisticado de Brasília, o Golden Tulip. Apartamento reformado... 21/08/22"
2275,"Quadra 3 Conjunto A, SETOR DE INDUSTRIAS BERNARDO SAYAO, NUCLEO BANDEIRANTE",,R$,530,m² R$,15,Aluguel Apartamento 35 m²,1 Quarto,,,"Bontempo Imobiliária disponibiliza com exclusividade apartamento 1 quarto para locação no SIBS QD 03, CONJUNTO A, LOTE 4... 21/08/22"
2276,"CLN 214 Bloco D, ASA NORTE, BRASILIA",,R$,1.000,m² R$,27,Aluguel Apartamento 36 m²,1 Quarto,,,Excelente Apartamento - CLN 214 BLOCO D - Vista Livre; - Sala; - Quarto; - Cozinha com Armário; - Blecaute - 01 Banhei... 21/08/22
2277,"SGCV, PARK SUL, BRASILIA",,R$,1.100,m² R$,45,Aluguel Kitnet 24 m²,1 Quarto,1 Vaga,,"SGCV Lote 11 - Park Studios, Apartamento no Zona Industrial Guará/DF Alugue este imóvel com seu cartão de crédito pela ... 21/08/22"
2278,"SEPS 712/912, ASA SUL, BRASILIA",,R$,1.300,m² R$,43,Aluguel Kitnet 30 m²,1 Quarto,1 Vaga,,"Cláudio Antônio Imóveis aluga belíssima kitnet no Ed. Grand Ville Descrição do imóvel: - 5° andar; - 30,00 m²; - 01 qua... 21/08/22"
2279,"SEPS 712/912, ASA SUL, BRASILIA",,R$,1.200,m² R$,50,Aluguel Kitnet 24 m²,1 Quarto,1 Vaga,,"Kitnet para locação na SEPS 712/912, Asa Sul, Brasília. 3 coisas que mais amamos nesta kitnet: Segurança: A kitnet fic... 21/08/22"
2280,"RODOVIA DF 0250 KM 2,5, REGIAO DOS LAGOS, SOBRADINHO",,R$,1.100,m² R$,28,Aluguel Apartamento 39 m²,1 Quarto,,,"Apartamento no melhor comercio do Condomínio Entre Lagos, Composto por 01 quarto, Sala/ Cozinha. Próximo de mercado, p... 21/08/22"
2281,"CA 02, LAGO NORTE, BRASILIA",", Condomínio Gênesis",R$,1.000,m² R$,30,Aluguel Kitnet 33 m²,1 Quarto,,,"Linda e espaçosa kit no CA 02 do Lago Norte, perto de shoppings, bancos, comércio local, academia (SmartFit a 200m) e su... 21/08/22"
2282,"QI 7 Bloco G, GUARA I, GUARA",,R$,1.800,m² R$,30,Aluguel Apartamento 60 m²,2 Quartos,,,"AP13065 - Apartamento para alugar com 2 quartos, 60m² - Qi 07, Guara I, Df Para agendar visita, copie e cole o link aba... 21/08/22"
2283,"SHCES Quadra 1409 Bloco J, NOVO, CRUZEIRO",,R$,1.550,m² R$,36,Aluguel Apartamento 42 m²,2 Quartos,,,"Aluga-se apartamento original na Quadra 1409 bloco J - Cruzeiro Novo, 3º andar, de canto, vazado,poente, proximo ao sudo... 21/08/22"
2284,"SHN Quadra 02 Bloco A, ASA NORTE, BRASILIA",Manhhatan Nascente de canto com vistalinda!,R$,4.000,m² R$,76,Aluguel Apartamento 52 m²,1 Quarto,1 Suíte,,"Apartamento reformado com linda vista, mobiliado no 7º andar, quarto/sala/kit cozinha/varanda/banheiro Condomínio fantás... 21/08/22"
2285,"SGCV Lote 13, PARK SUL, BRASILIA",", Vista Park Sul Suítes",R$,1.700,m² R$,60,Aluguel Apartamento 28 m²,1 Quarto,1 Vaga,,VISTA PARK SUL SUÍTES Completa infra-estrutura de lazer com ambientes totalmente equipados decorados. Sofisticado proj... 21/08/22
2286,"SGAN 912 Módulo D, ASA NORTE, BRASILIA",,R$,1.100,m² R$,44,Aluguel Kitnet 25 m²,1 Quarto,1 Vaga,,"Sala com móvel p/computador, rack para tv; Quarto com armário, cama box de casal com colchão e ar condicionado; Copa com... 21/08/22"
2287,"Rua 9, NORTE, AGUAS CLARAS",,R$,4.000,m² R$,40,Aluguel Apartamento 100 m²,4 Quartos,3 Suítes,2 Vagas,"Apartamento com 4 quartos sendo 3 suítes e 1 quarto reversível, sala com dois ambientes e varanda, cozinha ampla conjuga... 21/08/22"
2288,"QS 111 Conjunto E, SAMAMBAIA SUL, SAMAMBAIA",,R$,850,m² R$,22,Aluguel Apartamento 38 m²,1 Quarto,1 Vaga,,"AP13203 - Apartamento para alugar com 1 quarto, 38m² - Qs 111 Conjunto H - Rio Amazonas, Samambaia Norte, Df Para agend... 21/08/22"
2289,"CA 05, LAGO NORTE, BRASILIA",BL G PORTAL DO LAGO NORTE,R$,2.450,m² R$,32,Aluguel Apartamento 75 m²,2 Quartos,1 Vaga,,"ÓTIMO APARTAMENTO DUPLEX 331 NO ED PORTAL DO LAGO NORTE! DIVISÃO 1º ANDAR: LAVABO, SALA E COZINHA COM ARMÁRIOS PLA... 21/08/22"
2290,"QS 4 Conjunto 11, RIACHO FUNDO, RIACHO FUNDO",,R$,1.100,m² R$,16,Aluguel Apartamento 65 m²,2 Quartos,,,"ALUGUEL BRUTO: R$ 1.294,70 DESCONTO PONTUALIDADE: R$ 194,70 ALUGUEL LIQUIDO: R$ 1.100,00 CONDOMÍNIO: R$ 170,00 ->Age... 21/08/22"
2291,"SQN 402 Bloco O, ASA NORTE, BRASILIA",,R$,2.700,m² R$,46,Aluguel Apartamento 58 m²,2 Quartos,,,"Sobre o Apartamento: Composto por sala ampla, Banheiro social reformado, com armário e box, dois quartos com armários ... 21/08/22"
2292,"SEGUNDA AVENIDA Bloco 880, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,R$,1.200,m² R$,21,Aluguel Apartamento 55 m²,2 Quartos,,,"Endereço: Segunda Avenida Bloco 808 A APT 101 - N.Bandeirante Um apt de 02 quartos, sala, cozinha, banheiro, área d... 21/08/22"
2293,"CSB 06 Lote 08, TAGUATINGA SUL, TAGUATINGA",,R$,1.300,m² R$,19,Aluguel Apartamento 66 m²,2 Quartos,,,"CSB 06 - 2 Quartos Apartamento com 2 quartos O imóvel dispõe de: - 2 Quartos, sendo um com armário embutido e um com pra... 21/08/22"
2294,"SQN 108 Bloco F, ASA NORTE, BRASILIA",,R$,3.900,m² R$,32,Aluguel Apartamento 120 m²,3 Quartos,1 Suíte,,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 20/08/2022 Alugue sem Fiador, sem burocracia e... 21/08/22"
2295,"SQN 212 Bloco K, ASA NORTE, BRASILIA",- Res. Governador José Feliciano,R$,3.200,m² R$,42,Aluguel Apartamento 75 m²,2 Quartos,1 Vaga,,"HABITARBEM Imóveis aluga ótimo apartamento no Res. Governador José Feliciano composto de 2 quartos com armários, banheir... 21/08/22"
2296,"SQS 205 Bloco E, ASA SUL, BRASILIA",,R$,2.500,m² R$,39,Aluguel Apartamento 64 m²,2 Quartos,,,"Excelente apartamento, com 105,46 m²;. 02 quartos sociais com armarios, sala de estar, banheiro social, cozinha, dce e ... 21/08/22"
2297,"Rua 13, NORTE, AGUAS CLARAS",,R$,3.200,m² R$,29,Aluguel Apartamento 110 m²,3 Quartos,1 Suíte,1 Vaga,"Rua 13 Norte - Apartamento 3 Quartos - Apartamento com 03 quartos, sendo 02 com armários e persianas, e 01 suíte - B... 21/08/22"
2298,"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",", Figueiras Residence & Mall",R$,1.700,m² R$,51,Aluguel Apartamento 33 m²,1 Quarto,1 Vaga,,"Lindo apartamento de 1 quarto com 33m², e 1 vaga de garagem coberta. Com armários planejados em todos os ambientes (quar... 21/08/22"
2299,"Quadra 803 Conjunto 1, RECANTO DAS EMAS, RECANTO DAS EMAS",,R$,1.050,m² R$,21,Aluguel Apartamento 50 m²,2 Quartos,,,"AP13196 - Apartamento para alugar com 2 quartos 3 Andar, 50m² - Quadra 803 - Recanto das Emas, Df Para agendar visita, ... 21/08/22"
2300,"QC 7, JARDINS MANGUEIRAL, BRASILIA",,R$,1.650,m² R$,30,Aluguel Apartamento 55 m²,2 Quartos,1 Vaga,,"Apartamento de 2 quartos, perpendicular, localizado na QC 7 do Jardins Mangueiral, bem próximos aos principais comércio... 21/08/22"
2301,"QS 14 Área Especial D, RIACHO FUNDO, RIACHO FUNDO",,R$,600,m² R$,15,Aluguel Apartamento 38 m²,1 Quarto,,,"EDIFICIO CONTINENTAL CENTER QS 14 LOTE D BLOCO C RIACHO FUNDO 1 Alugo Apartamento no Bloco B de 1 Quarto, Sala, Cozinha ... 21/08/22"
2302,"CSD 3, TAGUATINGA SUL, TAGUATINGA",,R$,1.100,m² R$,15,Aluguel Apartamento 70 m²,2 Quartos,1 Suíte,,"ALUGO APARTAMENTO EM TAGUATINGA SUL. - 2 quartos, sendo uma 1 suíte; - banheiro social (WC); - sala ampla; - cozinha... 21/08/22"
2303,"CA 09, LAGO NORTE, BRASILIA",,R$,2.000,m² R$,23,Aluguel Apartamento 84 m²,1 Quarto,1 Suíte,1 Vaga,Apartamento Duplex. 84 m2 Nascente na CA 9 do Lago Norte. Próximo aos Comércios Locais. Do lado do Shopping Iguatemi. ... 21/08/22
2304,"SQS 212, ASA SUL, BRASILIA",,R$,4.500,m² R$,26,Aluguel Apartamento 167 m²,3 Quartos,1 Suíte,1 Vaga,"A R Sul Imóveis aluga com exclusividade! SQS 212, Bloco H Apartamento com vista livre, nascente, de canto, 167,75m2... 21/08/22"
2305,"Área Especial 3/8, OCTOGONAL, BRASILIA",,R$,1.000,m² R$,33,Aluguel Kitnet 30 m²,1 Quarto,1 Vaga,,"PÚBLIO IMOVEIS ALUGA KITNET EM ED TERRAÇO LOFT, COMPOSTA DE: - SALA COM COZINHA AMERICANA COM ARMÁRIOS E FOGÃO COOKTOP,... 21/08/22"
2306,"SQS 113 Bloco C, ASA SUL, BRASILIA",,R$,6.800,m² R$,46,Aluguel Apartamento 145 m²,2 Quartos,1 Suíte,1 Vaga,Bordalo Imob aluga: . Imponente apartamento de alto padrão em quadra consolidada e com um comércio impecável na SQS 113.... 21/08/22
2307,"CA 10, LAGO NORTE, BRASILIA",,R$,2.300,m² R$,41,Aluguel Apartamento 55 m²,2 Quartos,1 Suíte,1 Vaga,:: Bellágio Lago Norte 2 quartos c/ lazer completo . 2 Quartos (sendo 1 suíte) . Lavabo . Varanda . 55 m2 ... 21/08/22
2308,"Rua 36, SUL, AGUAS CLARAS",", HOTEL S4",R$,2.100,m² R$,80,Aluguel Apartamento 26 m²,1 Quarto,,,"LOCAÇÃO MÍNIMA 6 MESES - Tratar com Edson (61) 9 9152-1949 *Valor R$ 2.100,00 já incluso o condomínio com ( IPTU, inte... 21/08/22"
2309,"QE 36 Conjunto D, GUARA II, GUARA",lote 14 ap. 301,R$,1.150,m² R$,31,Aluguel Apartamento 36 m²,1 Quarto,,,"QE 36 PERTINHO DO BATALHAO DA PM E DO TERMINAL DE ONIBUS Ótimo apartamento em prédio residencial, a apenas 2 minutos de... 21/08/22"
2310,"Rua 8, SUL, AGUAS CLARAS",,R$,4.200,m² R$,26,Aluguel Apartamento 160 m²,4 Quartos,2 Suítes,2 Vagas,"PÚBLIO IMÓVEIS ALUGA EXCELENTE APARTAMENTO DE 04 QUARTOS, COMPOSTO POR: - SALA AMPLA COM VARANDA, - SALA DE JANTAR COM ... 21/08/22"
2311,"QMSW 4, SUDOESTE, BRASILIA",,R$,1.200,m² R$,30,Aluguel Kitnet 40 m²,1 Quarto,1 Vaga,,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
2312,"CLNW 10/11, NOROESTE, BRASILIA",,R$,1.200,m² R$,40,Aluguel Kitnet 30 m²,1 Quarto,1 Vaga,,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
2313,"SQN 311 Bloco C, ASA NORTE, BRASILIA",,R$,3.150,m² R$,45,Aluguel Apartamento 70 m²,2 Quartos,1 Vaga,,"Composto de sala com varanda, 2 quartos (sendo um com varanda), banheiro social, cozinha, área de serviço e DCE, imóvel ... 21/08/22"
