,rent,size_m2,property_type,bedrooms,suite,parking,neighborhood
1931,800,25,Kitnet ,1,2,, ASA NORTE
1932,3.500,104,Apartamento ,3,1,1, AGUAS CLARAS
1933,1.300,37,Apartamento ,1,1,, AGUAS CLARAS
1934,1.500,50,Apartamento ,2,1,, JARDINS MANGUEIRAL
1935,1.400,62,Apartamento ,3,1,1, AGUAS CLARAS
1936,2.790,82,Apartamento ,3,1,2, AGUAS CLARAS
1937,1.790,62,Apartamento ,2,,, ASA NORTE
1938,1.900,32,Apartamento ,1,,, ASA NORTE
1939,2.500,28,Apartamento ,1,,, PARK SUL
1940,1.000,27,Kitnet ,1,1,, ASA NORTE
1941,1.000,32,Kitnet ,1,,, ASA NORTE
1942,575,30,Apartamento ,1,,, GUARA
1943,15.000,283,Apartamento ,4,1,2, SUDOESTE
1944,1.000,42,Apartamento ,1,,, TAGUATINGA
1945,900,30,Apartamento ,1,1,1, SAMAMBAIA
1946,2.100,87,Apartamento ,3,1,1, AGUAS CLARAS
1947,450,30,Kitnet ,1,,, TAGUATINGA
1948,2.300,53,Apartamento ,1,1,1, LAGO NORTE
1949,2.800,50,Apartamento ,2,,, ASA SUL
1950,1.500,35,Kitnet ,1,,, LAGO NORTE
1951,3.100,152,Apartamento ,3,1,1, AGUAS CLARAS
1952,2.500,70,Apartamento ,2,1,, OCTOGONAL
1953,1.580,30,Kitnet ,1,1,, PARK SUL
1954,2.500,80,Apartamento ,2,,, LAGO NORTE
1955,2.700,80,Apartamento ,3,1,, AGUAS CLARAS
1956,3.200,79,Apartamento ,2,1,2, AGUAS CLARAS
1957,3.500,97,Apartamento ,3,1,1, AGUAS CLARAS
1958,2.150,55,Apartamento ,1,1,1, GUARA
1959,900,30,Kitnet ,1,,, SUDOESTE
1960,930,26,Apartamento ,1,1,, ASA SUL
1961,2.600,75,Apartamento ,3,1,, ASA SUL
1962,1.500,63,Apartamento ,2,,, GUARA
1963,3.240,58,Apartamento ,2,,, SUDOESTE
1964,2.600,44,Apartamento ,1,1,1, AGUAS CLARAS
1965,2.900,92,Apartamento ,3,,, ASA SUL
1966,560,26,Apartamento ,1,,, GUARA
1967,450,28,Apartamento ,1,,, RIACHO FUNDO
1968,5.800,110,Apartamento ,3,1,1, ASA SUL
1969,650,21,Kitnet ,1,,, ASA NORTE
1970,5.000,161,Apartamento ,3,1,, ASA SUL
1971,1.900,45,Apartamento ,1,1,, AGUAS CLARAS
1972,1.900,69,Apartamento ,2,1,, AGUAS CLARAS
1973,350.000,35,Kitnet ,8,,, CEILANDIA
1974,6.200,107,Apartamento ,4,1,2, PARK SUL
1975,750,30,Kitnet ,1,,, ASA NORTE
1976,1.650,45,Apartamento ,2,1,, TAGUATINGA
1977,1.200,41,Apartamento ,1,,, GUARA
1978,900,28,Kitnet ,1,,, ASA NORTE
1979,1.100,58,Apartamento ,2,,, TAGUATINGA
1980,1.750,60,Apartamento ,2,1,1, AGUAS CLARAS
1981,650,20,Kitnet ,1,,, ASA NORTE
1982,1.900,60,Apartamento ,2,,, CRUZEIRO
1983,2.200,50,Apartamento ,2,1,, LAGO NORTE
1984,850,28,Kitnet ,1,,, ASA SUL
1985,1.490,37,Apartamento ,1,1,1, AGUAS CLARAS
1986,5.800,160,Apartamento ,3,1,, ASA SUL
1987,1.100,62,Apartamento ,2,1,, TAGUATINGA
1988,1.200,32,Apartamento ,1,1,1, ASA NORTE
1989,12.000,200,Apartamento ,4,4,2, SUDOESTE
1990,4.970,155,Apartamento ,4,2,4, AGUAS CLARAS
1991,3.200,70,Apartamento ,3,1,, ASA SUL
1992,2.000,35,Apartamento ,2,1,, PARK SUL
1993,1.150,28,Kitnet ,1,1,1, ASA NORTE
1994,4.200,73,Apartamento ,2,1,2, NOROESTE
1995,2.650,77,Apartamento ,2,,, ASA SUL
1996,7.000,153,Apartamento ,4,4,3, AGUAS CLARAS
1997,1.100,40,Apartamento ,2,,, TAGUATINGA
1998,3.000,62,Apartamento ,2,1,, OCTOGONAL
1999,3.150,46,Apartamento ,1,1,1, SUDOESTE
2000,3.800,120,Apartamento ,3,1,1, ASA SUL
2001,1.000,28,Kitnet ,1,1,, ASA NORTE
2002,1.100,28,Kitnet ,1,1,1, ASA SUL
2003,800,30,Kitnet ,1,,, SAMAMBAIA
2004,1.100,27,Apartamento ,1,,, ASA SUL
2005,1.600,88,Apartamento ,2,1,, GUARA
2006,600,60,Apartamento ,2,,, NUCLEO BANDEIRANTE
2007,2.500,50,Apartamento ,2,,, ASA NORTE
2008,1.450,55,Apartamento ,1,,, ASA SUL
2009,1.300,55,Apartamento ,2,1,1, CEILANDIA
2010,1.350,42,Apartamento ,2,1,, LAGO NORTE
2011,1.100,35,Apartamento ,1,,, GUARA
2012,850,50,Apartamento ,2,1,1, VALPARAISO DE GOIAS
2013,2.450,94,Apartamento ,1,1,2, TAGUATINGA
2014,1.000,25,Kitnet ,1,1,1, SUDOESTE
2015,4.500,245,Apartamento ,4,2,2, AGUAS CLARAS
2016,11.000,132,Apartamento ,4,2,2, NOROESTE
2017,3.500,121,Apartamento ,3,1,, ASA NORTE
2018,1.590,33,Apartamento ,1,1,, AGUAS CLARAS
2019,1.150,36,Apartamento ,1,,, GUARA
2020,2.200,50,Apartamento ,2,1,, AGUAS CLARAS
2021,3.000,67,Apartamento ,2,,, ASA NORTE
2022,900,42,Kitnet ,1,,, ASA NORTE
2023,950,40,Apartamento ,1,,, ASA NORTE
2024,1.000,55,Apartamento ,1,,, NUCLEO BANDEIRANTE
2025,900,25,Kitnet ,1,1,, ASA NORTE
2026,2.100,33,Apartamento ,1,1,1, AGUAS CLARAS
2027,1.100,50,Apartamento ,1,1,, SAMAMBAIA
2028,700,30,Apartamento ,1,,, GUARA
2029,450,30,Kitnet ,1,,, NUCLEO BANDEIRANTE
2030,1.250,26,Apartamento ,1,2,, ASA SUL
2031,11.000,347,Apartamento ,4,2,2, ASA SUL
2032,3.000,77,Apartamento ,2,3,, AGUAS CLARAS
2033,750,45,Apartamento ,2,,, GUARA
2034,1.300,54,Apartamento ,2,,, TAGUATINGA
2035,4.000,99,Apartamento ,3,1,2, GUARA
2036,2.100,61,Apartamento ,2,,, SUDOESTE
2037,3.200,76,Apartamento ,3,1,1, GUARA
2038,4.000,100,Apartamento ,3,1,1, SUDOESTE
2039,900,50,Apartamento ,2,,, GUARA
2040,1.450,32,Apartamento ,1,1,1, AGUAS CLARAS
2041,1.700,33,Apartamento ,1,1,1, AGUAS CLARAS
2042,1.800,57,Apartamento ,3,1,, GUARA
2043,700,30,Kitnet ,1,,, RIACHO FUNDO
2044,2.100,74,Apartamento ,3,1,1, TAGUATINGA
2045,1.000,40,Kitnet ,1,,, ASA NORTE
2046,2.500,57,Apartamento ,2,1,, ASA NORTE
2047,4.400,152,Apartamento ,3,2,, AGUAS CLARAS
2048,3.200,131,Apartamento ,2,1,, ASA NORTE
2049,800,52,Apartamento ,1,,, SAMAMBAIA
2050,1.900,34,Apartamento ,1,1,, NOROESTE
2051,6.600,158,Apartamento ,3,1,1, ASA SUL
2052,900,30,Apartamento ,1,,, ASA NORTE
2053,700,40,Apartamento ,1,,, BRAZLANDIA
2054,750,30,Apartamento ,1,,, SUDOESTE
2055,700,28,Apartamento ,1,,, TAGUATINGA
2056,2.200,69,Apartamento ,3,1,1, GAMA
2057,900,29,Apartamento ,1,1,, SAMAMBAIA
2058,17.000,147,Apartamento ,4,4,4, SUDOESTE
2059,2.200,59,Apartamento ,3,1,, ASA SUL
2060,1.400,30,Kitnet ,1,,, SUDOESTE
2061,1.950,52,Apartamento ,2,,, CRUZEIRO
2062,980,70,Apartamento ,2,1,1, SAMAMBAIA
2063,1.100,33,Kitnet ,1,1,, LAGO NORTE
2064,1.500,75,Apartamento ,1,1,, LAGO NORTE
2065,5.800,96,Apartamento ,2,1,2, PARK SUL
2066,1.900,51,Apartamento ,2,1,1, AGUAS CLARAS
2067,4.200,144,Apartamento ,3,1,, ASA SUL
2068,5.500,160,Apartamento ,3,1,1, ASA SUL
2069,5.900,70,Apartamento ,2,2,2, PARK SUL
2070,2.500,60,Apartamento ,2,,, SUDOESTE
2071,1.500,40,Apartamento ,1,,, ASA NORTE
2072,2.800,123,Apartamento ,3,1,1, AGUAS CLARAS
2073,2.500,68,Apartamento ,2,,, ASA SUL
2074,800,30,Apartamento ,1,1,, SOBRADINHO
2075,2.400,77,Apartamento ,3,,, ASA SUL
2076,1.400,55,Apartamento ,2,,, RIACHO FUNDO
2077,750,30,Kitnet ,1,,, LAGO NORTE
2078,1.300,32,Apartamento ,1,1,1, AGUAS CLARAS
2079,4.000,83,Apartamento ,1,1,1, AGUAS CLARAS
2080,1.290,55,Apartamento ,2,1,, GUARA
2081,3.400,87,Apartamento ,3,1,2, GUARA
2082,2.500,65,Apartamento ,2,,, ASA NORTE
2083,1.200,55,Apartamento ,2,1,, GAMA
2084,1.100,47,Kitnet ,1,,, GUARA
2085,1.100,70,Apartamento ,3,1,, CEILANDIA
2086,820,29,Kitnet ,1,1,, LAGO NORTE
2087,1.800,70,Apartamento ,2,1,, AGUAS CLARAS
2088,1.100,40,Apartamento ,1,,, ASA SUL
2089,1.350,26,Apartamento ,1,1,, RIACHO FUNDO
2090,6.700,145,Apartamento ,3,1,, ASA SUL
2091,850,30,Kitnet ,1,,, ASA NORTE
2092,1.550,34,Apartamento ,1,1,1, AGUAS CLARAS
2093,2.100,54,Apartamento ,2,1,1, AGUAS CLARAS
2094,2.700,90,Apartamento ,3,1,1, AGUAS CLARAS
2095,1.300,50,Apartamento ,1,1,, AGUAS CLARAS
2096,1.900,58,Apartamento ,1,1,1, AGUAS CLARAS
2097,800,22,Kitnet ,1,,, ASA NORTE
2098,900,60,Apartamento ,2,1,1, RIACHO FUNDO
2099,850,54,Kitnet ,1,,, GUARA
2100,1.600,56,Apartamento ,1,,, AGUAS CLARAS
2101,1.400,57,Apartamento ,2,2,, SOBRADINHO
2102,1.400,52,Apartamento ,2,1,1, TAGUATINGA
2103,3.300,158,Apartamento ,3,1,1, AGUAS CLARAS
2104,1.500,55,Apartamento ,2,1,, TAGUATINGA
2105,4.500,51,Apartamento ,1,1,, ASA NORTE
2106,950,60,Apartamento ,2,,, GUARA
2107,2.500,63,Apartamento ,2,1,1, GUARA
2108,2.500,55,Apartamento ,2,1,, LAGO NORTE
2109,1.700,60,Apartamento ,2,1,1, TAGUATINGA
2110,2.400,80,Apartamento ,2,,, ASA NORTE
2111,700,50,Apartamento ,2,,, GUARA
2112,3.000,190,Apartamento ,3,1,, ASA SUL
2113,900,65,Apartamento ,2,,, TAGUATINGA
2114,1.990,64,Apartamento ,1,1,, LAGO NORTE
2115,1.000,12,Kitnet ,1,,, ASA NORTE
2116,4.700,135,Apartamento ,3,1,1, ASA NORTE
2117,1.300,35,Apartamento ,1,1,, SAMAMBAIA
2118,450,25,Apartamento ,1,1,, NUCLEO BANDEIRANTE
2119,1.100,37,Apartamento ,1,,, LAGO NORTE
2120,1.100,26,Kitnet ,1,,, ASA NORTE
2121,3.100,89,Apartamento ,3,,, ASA SUL
2122,650,45,Apartamento ,1,,, NUCLEO BANDEIRANTE
2123,2.300,55,Apartamento ,2,1,1, AGUAS CLARAS
2124,800,30,Kitnet ,1,,, ASA NORTE
2125,2.800,74,Apartamento ,2,1,, ASA NORTE
2126,1.000,200,Apartamento ,2,,, SAO SEBASTIAO
2127,950,46,Apartamento ,2,,, NUCLEO BANDEIRANTE
2128,900,30,Kitnet ,1,1,, SUDOESTE
2129,800,40,Apartamento ,1,,, RIACHO FUNDO
2130,5.500,158,Apartamento ,3,2,1, ASA SUL
2131,1.260,40,Kitnet ,1,,, SUDOESTE
2132,1.900,46,Apartamento ,2,1,, JARDINS MANGUEIRAL
2133,3.600,82,Apartamento ,3,1,1, SUDOESTE
2134,950,37,Apartamento ,1,,, SUDOESTE
2135,650,28,Kitnet ,1,,, AGUAS CLARAS
2136,1.400,75,Apartamento ,3,1,1, SOBRADINHO
2137,8.500,173,Apartamento ,4,2,2, ASA NORTE
2138,900,50,Apartamento ,2,,, TAGUATINGA
2139,17.000,300,Apartamento ,4,4,3, SUDOESTE
2140,1.300,25,Kitnet ,1,1,, ASA SUL
2141,4.600,106,Apartamento ,4,2,2, ASA NORTE
2142,4.500,120,Apartamento ,3,1,1, ASA NORTE
2143,2.900,70,Apartamento ,2,1,, SUDOESTE
2144,800,25,Kitnet ,1,,, SUDOESTE
2145,1.700,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
2146,1.450,27,Kitnet ,1,,, ASA NORTE
2147,2.850,65,Apartamento ,2,1,, ASA NORTE
2148,1.550,39,Apartamento ,1,,, ASA SUL
2149,1.060,28,Kitnet ,1,,, SUDOESTE
2150,6.000,185,Apartamento ,3,1,1, ASA SUL
2151,3.500,96,Apartamento ,3,1,1, AGUAS CLARAS
2152,7.000,156,Apartamento ,2,1,2, NOROESTE
2153,2.900,91,Apartamento ,3,1,1, AGUAS CLARAS
2154,7.000,105,Apartamento ,3,1,1, SUDOESTE
2155,2.000,76,Apartamento ,3,1,, GUARA
2156,1.750,74,Apartamento ,3,1,1, GUARA
2157,6.500,130,Apartamento ,3,1,, ASA NORTE
2158,4.500,51,Apartamento ,1,1,, ASA NORTE
2159,2.000,78,Apartamento ,3,1,1, AGUAS CLARAS
2160,1.000,35,Apartamento ,2,,, AGUAS CLARAS
2161,650,45,Apartamento ,2,1,, SANTA MARIA
2162,1.000,30,Kitnet ,1,,, GUARA
2163,3.700,105,Apartamento ,3,3,2, AGUAS CLARAS
2164,3.300,69,Apartamento ,2,,, ASA NORTE
2165,1.000,52,Apartamento ,1,,, GUARA
2166,1.100,28,Apartamento ,1,,, ASA NORTE
2167,950,50,Apartamento ,2,,, GUARA
2168,950,50,Kitnet ,1,,, CEILANDIA
2169,900,38,Apartamento ,1,,, VICENTE PIRES
2170,1.300,82,Apartamento ,3,1,, GUARA
2171,2.000,70,Apartamento ,3,1,1, AGUAS CLARAS
2172,900,50,Apartamento ,2,,, GUARA
2173,650,30,Kitnet ,1,,, GUARA
2174,760,44,Apartamento ,2,,, GUARA
2175,2.100,27,Apartamento ,1,1,, SUDOESTE
2176,2.500,68,Apartamento ,2,,, OCTOGONAL
2177,1.300,26,Kitnet ,1,1,1, LAGO NORTE
2178,1.900,30,Apartamento ,1,,, ASA SUL
2179,700,65,Apartamento ,2,1,, SANTA MARIA
2180,1.100,47,Kitnet ,1,,, LAGO NORTE
2181,4.500,66,Apartamento ,1,1,1, SUDOESTE
2182,1.250,26,Kitnet ,1,1,, ASA NORTE
2183,1.800,73,Apartamento ,3,1,, TAGUATINGA
2184,2.200,70,Apartamento ,3,1,1, AGUAS CLARAS
2185,1.650,37,Apartamento ,1,1,, AGUAS CLARAS
2186,630,50,Apartamento ,1,,, CEILANDIA
2187,1.900,33,Apartamento ,1,1,, NOROESTE
2188,3.500,79,Apartamento ,2,1,1, ASA NORTE
2189,1.000,38,Apartamento ,1,1,1, GUARA
2190,950,43,Kitnet ,1,,, GUARA
2191,1.790,32,Kitnet ,1,1,, SUDOESTE
2192,900,60,Apartamento ,2,1,, VALPARAISO DE GOIAS
2193,3.300,64,Apartamento ,2,1,, ASA NORTE
2194,950,27,Kitnet ,1,1,, GUARA
2195,6.500,200,Apartamento ,3,2,2, AGUAS CLARAS
2196,1.100,33,Kitnet ,1,,, SUDOESTE
2197,2.110,0,Apartamento ,2,1,1, GAMA
2198,1.200,30,Kitnet ,1,,, ASA NORTE
2199,950,30,Apartamento ,1,,, GUARA
2200,2.700,75,Apartamento ,2,,, ASA NORTE
2201,1.000,34,Apartamento ,1,1,1, AGUAS CLARAS
2202,1.400,67,Apartamento ,3,1,1, CEILANDIA
2203,900,1,Kitnet ,1,1,, GUARA
2204,700,35,Kitnet ,1,,, PLANALTINA
2205,3.700,97,Apartamento ,3,1,1, ASA NORTE
2206,950,61,Apartamento ,2,,, NUCLEO BANDEIRANTE
2207,1.700,28,Kitnet ,1,1,, ASA NORTE
2208,2.550,63,Apartamento ,2,,, SUDOESTE
2209,2.900,85,Apartamento ,3,1,1, AGUAS CLARAS
2210,1.500,65,Apartamento ,2,1,1, AGUAS CLARAS
2211,2.000,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
2212,800,31,Kitnet ,1,,, ASA NORTE
2213,1.300,25,Kitnet ,1,1,1, SUDOESTE
2214,950,33,Apartamento ,1,1,, AGUAS CLARAS
2215,900,50,Apartamento ,2,,, CEILANDIA
2216,3.000,85,Apartamento ,3,,, ASA SUL
2217,1.200,45,Kitnet ,1,,, ASA NORTE
2218,1.900,60,Apartamento ,1,,, ASA NORTE
2219,1.600,45,Apartamento ,1,1,, AGUAS CLARAS
2220,1.500,90,Apartamento ,2,1,, GUARA
2221,220.000,54,Apartamento ,2,,, NUCLEO BANDEIRANTE
2222,1.100,25,Kitnet ,1,1,, ASA NORTE
2223,1.400,33,Apartamento ,1,1,1, AGUAS CLARAS
2224,2.200,34,Apartamento ,1,1,1, ASA NORTE
2225,1.400,50,Apartamento ,2,1,1, CEILANDIA
2226,2.300,80,Apartamento ,2,1,1, AGUAS CLARAS
2227,750,22,Kitnet ,1,,, ASA NORTE
2228,1.500,28,Kitnet ,1,1,, NOROESTE
2229,1.400,43,Apartamento ,1,1,1, AGUAS CLARAS
2230,1.000,50,Apartamento ,2,,, TAGUATINGA
2231,2.000,40,Apartamento ,1,1,, ASA NORTE
2232,950,40,Apartamento ,1,1,, AGUAS CLARAS
2233,2.750,80,Apartamento ,2,,, ASA SUL
2234,950,28,Kitnet ,1,1,, ASA NORTE
2235,2.800,68,Apartamento ,2,1,1, AGUAS CLARAS
2236,3.600,77,Apartamento ,3,,, ASA SUL
2237,1.150,33,Apartamento ,1,,, ASA NORTE
2238,2.000,50,Apartamento ,2,1,, JARDINS MANGUEIRAL
2239,5.490,140,Apartamento ,3,1,1, ASA SUL
2240,700,32,Apartamento ,1,,, RIACHO FUNDO
2241,3.800,78,Apartamento ,2,1,2, GUARA
2242,3.300,84,Apartamento ,3,1,1, ASA NORTE
2243,2.350,45,Apartamento ,1,1,, ASA SUL
2244,4.000,147,Apartamento ,3,1,, JARDIM BOTANICO
2245,900,25,Kitnet ,1,1,, ASA NORTE
2246,850,70,Apartamento ,2,,, PLANALTINA
2247,2.350,52,Apartamento ,2,,, CRUZEIRO
2248,4.500,110,Apartamento ,3,1,2, NOROESTE
2249,900,50,Apartamento ,2,1,, TAGUATINGA
2250,1.200,29,Kitnet ,1,,, ASA NORTE
2251,1.300,58,Apartamento ,2,1,1, SAMAMBAIA
2252,1.700,30,Kitnet ,1,1,1, ASA NORTE
2253,4.200,120,Apartamento ,2,1,1, ASA SUL
2254,1.400,60,Apartamento ,2,1,1, SAMAMBAIA
2255,1.200,28,Kitnet ,1,1,, LAGO NORTE
2256,6.500,130,Apartamento ,3,1,2, SUDOESTE
2257,1.200,25,Kitnet ,1,1,, SUDOESTE
2258,800,41,Apartamento ,2,,, SAMAMBAIA
2259,800,41,Apartamento ,2,,, SAMAMBAIA
2260,700,59,Apartamento ,2,,, TAGUATINGA
2261,2.970,147,Apartamento ,3,1,1, AGUAS CLARAS
2262,1.250,25,Kitnet ,1,1,, SUDOESTE
2263,1.250,27,Kitnet ,1,1,, SUDOESTE
2264,3.950,125,Apartamento ,3,1,1, ASA NORTE
2265,1.600,34,Apartamento ,1,1,, AGUAS CLARAS
2266,2.100,37,Apartamento ,1,1,, AGUAS CLARAS
2267,1.100,70,Apartamento ,2,1,, TAGUATINGA
2268,2.300,43,Apartamento ,1,1,, GUARA
2269,800,35,Apartamento ,1,,, RIACHO FUNDO
2270,1.550,31,Kitnet ,1,1,1, NOROESTE
2271,5.000,183,Apartamento ,3,1,2, AGUAS CLARAS
2272,2.600,87,Apartamento ,3,1,1, AGUAS CLARAS
2273,1.800,70,Apartamento ,3,1,, TAGUATINGA
2274,3.200,46,Apartamento ,1,1,, ASA NORTE
2275,530,35,Apartamento ,1,,, NUCLEO BANDEIRANTE
2276,1.000,36,Apartamento ,1,,, ASA NORTE
2277,1.100,24,Kitnet ,1,1,, PARK SUL
2278,1.300,30,Kitnet ,1,1,, ASA SUL
2279,1.200,24,Kitnet ,1,1,, ASA SUL
2280,1.100,39,Apartamento ,1,,, SOBRADINHO
2281,1.000,33,Kitnet ,1,,, LAGO NORTE
2282,1.800,60,Apartamento ,2,,, GUARA
2283,1.550,42,Apartamento ,2,,, CRUZEIRO
2284,4.000,52,Apartamento ,1,1,, ASA NORTE
2285,1.700,28,Apartamento ,1,1,, PARK SUL
2286,1.100,25,Kitnet ,1,1,, ASA NORTE
2287,4.000,100,Apartamento ,4,3,2, AGUAS CLARAS
2288,850,38,Apartamento ,1,1,, SAMAMBAIA
2289,2.450,75,Apartamento ,2,1,, LAGO NORTE
2290,1.100,65,Apartamento ,2,,, RIACHO FUNDO
2291,2.700,58,Apartamento ,2,,, ASA NORTE
2292,1.200,55,Apartamento ,2,,, NUCLEO BANDEIRANTE
2293,1.300,66,Apartamento ,2,,, TAGUATINGA
2294,3.900,120,Apartamento ,3,1,, ASA NORTE
2295,3.200,75,Apartamento ,2,1,, ASA NORTE
2296,2.500,64,Apartamento ,2,,, ASA SUL
2297,3.200,110,Apartamento ,3,1,1, AGUAS CLARAS
2298,1.700,33,Apartamento ,1,1,, AGUAS CLARAS
2299,1.050,50,Apartamento ,2,,, RECANTO DAS EMAS
2300,1.650,55,Apartamento ,2,1,, JARDINS MANGUEIRAL
2301,600,38,Apartamento ,1,,, RIACHO FUNDO
2302,1.100,70,Apartamento ,2,1,, TAGUATINGA
2303,2.000,84,Apartamento ,1,1,1, LAGO NORTE
2304,4.500,167,Apartamento ,3,1,1, ASA SUL
2305,1.000,30,Kitnet ,1,1,, OCTOGONAL
2306,6.800,145,Apartamento ,2,1,1, ASA SUL
2307,2.300,55,Apartamento ,2,1,1, LAGO NORTE
2308,2.100,26,Apartamento ,1,,, AGUAS CLARAS
2309,1.150,36,Apartamento ,1,,, GUARA
2310,4.200,160,Apartamento ,4,2,2, AGUAS CLARAS
2311,1.200,40,Kitnet ,1,1,, SUDOESTE
2312,1.200,30,Kitnet ,1,1,, NOROESTE
2313,3.150,70,Apartamento ,2,1,, ASA NORTE
2314,900,30,Apartamento ,1,1,, ASA NORTE
2315,900,34,Apartamento ,1,1,1, ASA NORTE
2316,800,45,Apartamento ,1,,, GUARA
2317,8.400,145,Apartamento ,4,2,3, PARK SUL
2318,1.200,35,Kitnet ,1,,, SUDOESTE
2319,3.500,104,Apartamento ,3,,, ASA SUL
2320,4.200,124,Apartamento ,4,1,1, OCTOGONAL
2321,2.200,33,Apartamento ,1,1,1, ASA NORTE
2322,2.500,65,Apartamento ,2,1,, OCTOGONAL
2323,980,30,Kitnet ,1,1,, CRUZEIRO
2324,3.900,126,Apartamento ,3,1,1, AGUAS CLARAS
2325,4.900,93,Apartamento ,3,1,1, ASA NORTE
2326,1.750,34,Apartamento ,1,1,, AGUAS CLARAS
2327,1.180,36,Kitnet ,1,,, SUDOESTE
2328,1.200,26,Kitnet ,1,,, ASA NORTE
2329,900,43,Apartamento ,2,,, TAGUATINGA
2330,1.600,34,Apartamento ,1,1,, AGUAS CLARAS
2331,650,30,Apartamento ,1,,, GUARA
2332,2.000,32,Apartamento ,1,1,, ASA NORTE
2333,750,30,Kitnet ,1,1,1, SUDOESTE
2334,3.200,26,Kitnet ,1,1,, SUDOESTE
2335,1.650,29,Apartamento ,1,1,, LAGO NORTE
2336,950,157,Apartamento ,1,,, TAGUATINGA
2337,6.200,110,Apartamento ,3,1,1, ASA SUL
2338,750,45,Kitnet ,1,,, SAMAMBAIA
2339,1.050,50,Apartamento ,2,,, RECANTO DAS EMAS
2340,650,25,Kitnet ,1,,, VILA PLANALTO
2341,1.500,56,Apartamento ,2,,, GUARA
2342,1.250,56,Apartamento ,2,1,, SAMAMBAIA
2343,950,40,Apartamento ,1,,, TAGUATINGA
2344,950,29,Kitnet ,1,,, ASA NORTE
2345,2.300,96,Apartamento ,3,1,1, AGUAS CLARAS
2346,900,27,Kitnet ,1,1,, PARK SUL
2347,3.300,65,Apartamento ,2,1,, ASA SUL
2348,3.000,78,Apartamento ,3,1,2, GUARA
2349,3.200,70,Apartamento ,2,1,, ASA NORTE
2350,600,27,Kitnet ,,,, RIACHO FUNDO
2351,5.100,123,Apartamento ,3,1,1, ASA NORTE
2352,1.950,54,Kitnet ,1,1,, SUDOESTE
2353,1.000,43,Apartamento ,2,,, NUCLEO BANDEIRANTE
2354,2.100,60,Apartamento ,2,,, CRUZEIRO
2355,800,60,Apartamento ,2,,, TAGUATINGA
2356,1.550,50,Apartamento ,2,1,, JARDINS MANGUEIRAL
2357,4.500,120,Apartamento ,3,1,1, ASA NORTE
2358,1.080,25,Kitnet ,1,1,1, ASA NORTE
2359,1.500,26,Apartamento ,1,2,, ASA SUL
2360,2.850,65,Apartamento ,2,,, ASA NORTE
2361,2.650,66,Apartamento ,2,1,1, GUARA
2362,1.100,35,Apartamento ,1,,, SUDOESTE
2363,2.200,98,Apartamento ,3,1,1, AGUAS CLARAS
2364,4.200,87,Apartamento ,1,1,2, NOROESTE
2365,1.700,50,Apartamento ,2,1,, JARDINS MANGUEIRAL
2366,1.000,28,Kitnet ,1,,, ASA NORTE
2367,3.100,80,Apartamento ,2,1,1, ASA NORTE
2368,1.800,84,Apartamento ,3,1,1, GUARA
2369,790,29,Kitnet ,1,,, ASA NORTE
2370,6.000,152,Apartamento ,4,2,2, SUDOESTE
2371,1.100,25,Kitnet ,1,1,, ASA NORTE
2372,1.500,32,Apartamento ,1,1,1, AGUAS CLARAS
2373,1.500,34,Apartamento ,1,1,1, AGUAS CLARAS
2374,750,35,Kitnet ,1,,, SIG
2375,2.100,33,Apartamento ,1,1,, AGUAS CLARAS
2376,900,35,Kitnet ,1,,, SUDOESTE
2377,850,50,Apartamento ,2,,, PARANOA
2378,2.950,63,Apartamento ,2,1,1, SUDOESTE
2379,850,55,Apartamento ,2,,, TAGUATINGA
2380,1.000,40,Apartamento ,2,,, TAGUATINGA
2381,1.550,30,Apartamento ,1,1,1, AGUAS CLARAS
2382,750,55,Apartamento ,1,1,, SOBRADINHO
2383,6.700,144,Apartamento ,4,2,2, ASA NORTE
2384,11.000,240,Apartamento ,4,2,2, ASA SUL
2385,670,45,Kitnet ,1,,, GUARA
2386,800,30,Apartamento ,1,1,1, TAGUATINGA
2387,5.500,163,Apartamento ,3,1,, ASA SUL
2388,4.430,120,Apartamento ,3,1,1, ASA NORTE
2389,1.500,32,Apartamento ,1,1,, AGUAS CLARAS
2390,650,43,Apartamento ,2,1,, VALPARAISO DE GOIAS
2391,800,55,Apartamento ,2,1,, VALPARAISO DE GOIAS
2392,1.550,49,Apartamento ,2,,, ASA SUL
2393,950,29,Kitnet ,1,1,, ASA NORTE
2394,2.200,62,Apartamento ,2,,, SUDOESTE
2395,4.200,95,Apartamento ,3,1,1, ASA NORTE
2396,1.100,55,Apartamento ,2,1,, TAGUATINGA
2397,1.100,36,Apartamento ,1,,, LAGO NORTE
2398,1.200,45,Kitnet ,1,,, ASA NORTE
2399,900,45,Apartamento ,2,,, GUARA
2400,1.000,57,Apartamento ,2,,, NUCLEO BANDEIRANTE
2401,1.320,65,Apartamento ,3,1,1, SAMAMBAIA
2402,1.520,80,Apartamento ,3,1,1, SOBRADINHO
2403,1.165,50,Apartamento ,2,,, VARJAO
2404,1.300,26,Kitnet ,1,1,, PARK SUL
2405,3.300,106,Apartamento ,4,1,2, AGUAS CLARAS
2406,10.000,155,Apartamento ,3,3,2, NOROESTE
2407,1.800,97,Apartamento ,2,1,1, GUARA
2408,1.300,27,Kitnet ,1,1,, SUDOESTE
